Timestamp,Encoder_Reading
11:02:04.266550,0.00
11:02:04.364936,0.00
11:02:04.467236,0.00
11:02:04.565640,0.00
11:02:04.668031,0.00
11:02:04.766424,0.00
11:02:04.864669,0.00
11:02:04.967040,0.00
11:02:05.065412,0.00
11:02:05.167806,0.00
11:02:05.265802,0.00
11:02:05.364546,0.00
11:02:05.466768,0.00
11:02:05.565052,0.00
11:02:05.667301,0.00
11:02:05.765687,0.00
11:02:05.868088,0.00
11:02:05.966877,0.00
11:02:06.065004,0.00
11:02:06.167199,0.00
11:02:06.265670,0.00
11:02:06.364096,0.00
11:02:06.466428,0.00
11:02:06.564803,0.00
11:02:06.666995,0.00
11:02:06.765349,0.00
11:02:06.863930,0.00
11:02:06.966116,0.00
11:02:07.064514,0.00
11:02:07.166749,0.00
11:02:07.265149,0.00
11:02:07.363866,0.00
11:02:07.466123,0.00
11:02:07.564580,0.00
11:02:07.666924,0.00
11:02:07.765018,0.00
11:02:07.867489,0.00
11:02:07.966097,0.00
11:02:08.064530,0.00
11:02:08.166752,0.00
11:02:08.264854,0.00
11:02:08.367264,0.00
11:02:08.465429,0.00
11:02:08.563808,0.00
11:02:08.666511,0.00
11:02:08.764907,0.00
11:02:08.867216,0.00
11:02:08.965641,0.00
11:02:09.067538,0.00
11:02:09.166385,0.00
11:02:09.264739,0.00
11:02:09.366944,0.00
11:02:09.465415,0.00
11:02:09.567376,0.00
11:02:09.665881,0.00
11:02:09.764543,0.00
11:02:09.866906,0.00
11:02:09.964776,0.00
11:02:10.063298,0.00
11:02:10.165543,0.00
11:02:10.263925,0.00
11:02:10.366394,0.00
11:02:10.464620,0.00
11:02:10.562930,0.00
11:02:10.665335,0.00
11:02:10.763756,0.00
11:02:10.866253,0.00
11:02:10.964591,0.00
11:02:11.067153,0.00
11:02:11.165104,0.00
11:02:11.263801,0.00
11:02:11.366049,0.00
11:02:11.464497,0.00
11:02:11.566781,0.00
11:02:11.664897,0.00
11:02:11.763450,0.00
11:02:11.865632,0.00
11:02:11.964227,0.00
11:02:12.066425,0.00
11:02:12.164837,0.00
11:02:12.267108,0.00
11:02:12.365424,0.00
11:02:12.463845,0.00
11:02:12.566456,0.00
11:02:12.664718,0.00
11:02:12.766956,0.00
11:02:12.866033,0.00
11:02:12.963572,0.00
11:02:13.066173,0.00
11:02:13.164608,0.00
11:02:13.262810,0.00
11:02:13.364943,0.00
11:02:13.463550,0.00
11:02:13.565987,0.00
11:02:13.664360,0.00
11:02:13.762617,0.00
11:02:13.865053,0.00
11:02:13.963527,0.00
11:02:14.065993,0.00
11:02:14.164411,0.00
11:02:14.266707,0.00
11:02:14.365028,0.00
11:02:14.463423,0.00
11:02:14.565756,0.00
11:02:14.664184,0.00
11:02:14.766310,0.00
11:02:14.864595,0.00
11:02:14.963078,0.00
11:02:15.065409,0.00
11:02:15.163733,0.00
11:02:15.266204,0.00
11:02:15.364407,0.00
11:02:15.466827,0.00
11:02:15.565359,0.00
11:02:15.663755,0.00
11:02:15.766069,0.00
11:02:15.864189,0.00
11:02:15.966599,0.00
11:02:16.064998,0.00
11:02:16.163616,0.00
11:02:16.265958,0.00
11:02:16.363941,0.00
11:02:16.466281,0.00
11:02:16.564711,0.00
11:02:16.666955,0.00
11:02:16.765434,0.00
11:02:16.864076,0.00
11:02:16.962142,0.00
11:02:17.064758,0.00
11:02:17.163123,0.00
11:02:17.265412,0.00
11:02:17.363879,0.00
11:02:17.466065,0.00
11:02:17.564322,0.00
11:02:17.662839,0.00
11:02:17.768438,0.00
11:02:17.863438,0.00
11:02:17.965846,0.00
11:02:18.064303,0.00
11:02:18.162481,0.00
11:02:18.264806,0.00
11:02:18.363121,0.00
11:02:18.465523,0.00
11:02:18.563955,0.00
11:02:18.666373,0.00
11:02:18.764823,0.00
11:02:18.863121,0.00
11:02:18.965410,0.00
11:02:19.063900,0.00
11:02:19.166189,0.00
11:02:19.264641,0.00
11:02:19.362831,0.00
11:02:19.465499,0.00
11:02:19.563786,0.00
11:02:19.665983,0.00
11:02:19.764234,0.00
11:02:19.866503,0.00
11:02:19.964953,0.00
11:02:20.063320,0.00
11:02:20.165527,0.00
11:02:20.264233,0.00
11:02:20.362482,0.00
11:02:20.464809,0.00
11:02:20.563409,0.00
11:02:20.665812,0.00
11:02:20.764183,0.00
11:02:20.862484,0.00
11:02:20.964834,0.00
11:02:21.063130,0.00
11:02:21.165552,0.00
11:02:21.263722,0.00
11:02:21.362055,0.00
11:02:21.464359,0.00
11:02:21.562963,0.00
11:02:21.665132,0.00
11:02:21.763647,0.00
11:02:21.865785,0.00
11:02:21.964296,0.00
11:02:22.062659,0.00
11:02:22.164838,0.00
11:02:22.262996,0.00
11:02:22.365494,0.00
11:02:22.463789,0.00
11:02:22.562233,0.00
11:02:22.664477,0.00
11:02:22.762846,0.00
11:02:22.865221,0.00
11:02:22.963710,0.00
11:02:23.066010,0.00
11:02:23.164258,0.00
11:02:23.262790,0.00
11:02:23.364863,0.00
11:02:23.463345,0.00
11:02:23.565663,0.00
11:02:23.664134,0.00
11:02:23.762378,0.00
11:02:23.864781,0.00
11:02:23.963128,0.00
11:02:24.061648,0.00
11:02:24.164079,0.00
11:02:24.262401,0.00
11:02:24.364590,0.00
11:02:24.463091,0.00
11:02:24.561315,0.00
11:02:24.663679,0.00
11:02:24.762167,0.00
11:02:24.864385,0.00
11:02:24.962907,0.00
11:02:25.065276,0.00
11:02:25.163448,0.00
11:02:25.262032,0.00
11:02:25.364188,0.00
11:02:25.462515,0.00
11:02:25.564999,0.00
11:02:25.663457,0.00
11:02:25.761777,0.00
11:02:25.863998,0.00
11:02:25.962495,0.00
11:02:26.064735,0.00
11:02:26.163241,0.00
11:02:26.265457,0.00
11:02:26.363900,0.00
11:02:26.462148,0.00
11:02:26.564518,0.00
11:02:26.662920,0.00
11:02:26.765313,0.00
11:02:26.863600,0.00
11:02:26.962119,0.00
11:02:27.064315,0.00
11:02:27.162849,0.00
11:02:27.265007,0.00
11:02:27.363524,0.00
11:02:27.461785,0.00
11:02:27.564097,0.00
11:02:27.662477,0.00
11:02:27.760847,0.00
11:02:27.863259,0.03
11:02:27.961528,0.78
11:02:28.063918,2.03
11:02:28.162264,3.74
11:02:28.264666,5.88
11:02:28.362988,8.28
11:02:28.461276,10.73
11:02:28.563894,13.13
11:02:28.662081,15.44
11:02:28.764449,17.65
11:02:28.862794,19.79
11:02:28.961306,22.13
11:02:29.063505,24.54
11:02:29.162010,27.03
11:02:29.264301,29.67
11:02:29.362561,32.44
11:02:29.464976,35.27
11:02:29.563505,38.24
11:02:29.661823,41.55
11:02:29.764060,44.86
11:02:29.862583,48.05
11:02:29.964796,50.99
11:02:30.063184,53.66
11:02:30.161638,56.51
11:02:30.263869,59.40
11:02:30.362185,62.33
11:02:30.464645,65.37
11:02:30.563112,68.56
11:02:30.661469,71.73
11:02:30.763744,74.53
11:02:30.861980,76.76
11:02:30.964278,79.31
11:02:31.062702,81.63
11:02:31.164994,83.70
11:02:31.263576,85.88
11:02:31.361966,87.97
11:02:31.464178,89.87
11:02:31.562713,92.16
11:02:31.661023,94.82
11:02:31.763435,97.57
11:02:31.861575,100.32
11:02:31.963977,103.73
11:02:32.062292,107.60
11:02:32.160907,110.61
11:02:32.263262,113.11
11:02:32.361613,116.36
11:02:32.463829,120.09
11:02:32.562295,123.58
11:02:32.664534,126.44
11:02:32.762872,129.29
11:02:32.861166,132.19
11:02:32.963814,134.85
11:02:33.062135,136.85
11:02:33.164362,138.47
11:02:33.262891,140.08
11:02:33.360924,141.99
11:02:33.463386,143.46
11:02:33.561948,145.23
11:02:33.664118,146.76
11:02:33.762672,148.54
11:02:33.860783,150.05
11:02:33.963183,151.80
11:02:34.061729,153.62
11:02:34.163914,155.68
11:02:34.262230,157.67
11:02:34.364695,158.77
11:02:34.463190,158.88
11:02:34.561527,158.88
11:02:34.663706,158.88
11:02:34.762244,158.88
11:02:34.864301,158.88
11:02:34.962754,158.87
11:02:35.061111,158.75
11:02:35.163720,158.32
11:02:35.261998,158.03
11:02:35.360373,157.58
11:02:35.462657,156.84
11:02:35.560869,155.72
11:02:35.663302,154.13
11:02:35.761621,151.83
11:02:35.864047,149.09
11:02:35.962349,146.49
11:02:36.060784,143.60
11:02:36.163379,140.31
11:02:36.261452,136.84
11:02:36.363865,133.78
11:02:36.462380,130.21
11:02:36.560537,126.70
11:02:36.663164,123.94
11:02:36.761339,121.09
11:02:36.863761,118.10
11:02:36.962023,115.70
11:02:37.060279,113.41
11:02:37.162918,111.24
11:02:37.261230,110.45
11:02:37.363615,109.86
11:02:37.461782,108.74
11:02:37.564157,107.57
11:02:37.662733,105.66
11:02:37.761023,104.03
11:02:37.863462,102.30
11:02:37.961753,100.51
11:02:38.063826,98.96
11:02:38.162477,97.01
11:02:38.260772,95.20
11:02:38.362943,93.31
11:02:38.461505,91.40
11:02:38.563639,89.70
11:02:38.662259,88.00
11:02:38.760362,86.37
11:02:38.862780,84.65
11:02:38.961346,82.76
11:02:39.063615,80.80
11:02:39.161897,78.47
11:02:39.260376,75.92
11:02:39.362774,73.47
11:02:39.461145,71.03
11:02:39.563663,68.56
11:02:39.661852,65.94
11:02:39.760212,63.29
11:02:39.862621,60.49
11:02:39.960902,57.71
11:02:40.063188,55.04
11:02:40.161668,52.54
11:02:40.259920,49.95
11:02:40.362393,47.31
11:02:40.460711,44.71
11:02:40.562989,42.07
11:02:40.661239,39.52
11:02:40.763659,37.09
11:02:40.862045,34.72
11:02:40.960492,32.11
11:02:41.062714,29.31
11:02:41.161236,26.77
11:02:41.263492,24.41
11:02:41.362003,22.27
11:02:41.460291,20.69
11:02:41.562504,20.70
11:02:41.660957,20.70
11:02:41.763292,20.70
11:02:41.861628,20.70
11:02:41.963870,20.70
11:02:42.062382,20.70
11:02:42.160794,20.70
11:02:42.263246,20.70
11:02:42.361352,20.68
11:02:42.459880,20.67
11:02:42.562159,20.60
11:02:42.660651,20.12
11:02:42.762936,18.81
11:02:42.861397,17.33
11:02:42.959485,16.08
11:02:43.062024,14.92
11:02:43.160377,14.32
11:02:43.262893,14.08
11:02:43.360959,13.86
11:02:43.459537,13.34
11:02:43.561900,12.23
11:02:43.660244,10.30
11:02:43.762589,7.68
11:02:43.860974,4.52
11:02:43.963421,1.56
11:02:44.061777,359.17
11:02:44.159872,357.49
11:02:44.262460,356.35
11:02:44.360775,355.38
11:02:44.462955,353.96
11:02:44.561546,351.81
11:02:44.659666,349.07
11:02:44.762071,346.05
11:02:44.860557,343.38
11:02:44.962791,341.03
11:02:45.061153,339.05
11:02:45.163541,337.41
11:02:45.262068,335.86
11:02:45.360208,334.60
11:02:45.462805,333.53
11:02:45.561117,332.77
11:02:45.663385,332.35
11:02:45.761850,331.70
11:02:45.860177,330.43
11:02:45.962363,328.65
11:02:46.060676,326.75
11:02:46.159167,324.78
11:02:46.261483,322.88
11:02:46.359981,321.26
11:02:46.462380,320.16
11:02:46.560837,318.74
