Timestamp,Encoder_Reading
11:54:36.244073,0.00
11:54:36.342107,0.00
11:54:36.444364,0.00
11:54:36.542873,0.00
11:54:36.645455,0.00
11:54:36.743697,0.00
11:54:36.841829,0.00
11:54:36.944027,0.00
11:54:37.042408,0.00
11:54:37.144839,0.00
11:54:37.243569,0.00
11:54:37.341366,0.00
11:54:37.443830,0.00
11:54:37.542434,0.00
11:54:37.645084,0.00
11:54:37.743174,0.00
11:54:37.845755,0.00
11:54:37.943902,0.00
11:54:38.042520,0.00
11:54:38.144520,0.00
11:54:38.243092,0.00
11:54:38.345215,0.00
11:54:38.443458,0.00
11:54:38.542213,0.00
11:54:38.644689,0.00
11:54:38.742763,0.00
11:54:38.840821,0.00
11:54:38.943362,0.00
11:54:39.042025,0.00
11:54:39.144498,0.00
11:54:39.242788,0.00
11:54:39.340996,0.00
11:54:39.443504,0.00
11:54:39.542025,0.00
11:54:39.643794,0.00
11:54:39.742145,0.00
11:54:39.844565,0.00
11:54:39.943027,0.00
11:54:40.041209,0.00
11:54:40.143824,0.00
11:54:40.241920,0.00
11:54:40.344322,0.00
11:54:40.442797,0.00
11:54:40.541346,0.00
11:54:40.643431,0.00
11:54:40.741741,0.00
11:54:40.844317,0.00
11:54:40.942545,0.00
11:54:41.045156,0.00
11:54:41.145920,0.00
11:54:41.241617,0.00
11:54:41.344152,0.00
11:54:41.442405,0.00
11:54:41.544697,0.00
11:54:41.643346,0.00
11:54:41.741406,0.00
11:54:41.844208,0.00
11:54:41.942135,0.00
11:54:42.044472,0.00
11:54:42.143238,0.00
11:54:42.245136,0.00
11:54:42.343704,0.00
11:54:42.442176,0.00
11:54:42.540532,0.00
11:54:42.642994,0.00
11:54:42.741397,0.00
11:54:42.843592,0.00
11:54:42.942002,0.00
11:54:43.044330,0.00
11:54:43.142839,0.00
11:54:43.240992,0.00
11:54:43.343327,0.00
11:54:43.441800,0.00
11:54:43.544069,0.00
11:54:43.642445,0.00
11:54:43.740952,0.00
11:54:43.843261,0.00
11:54:43.941503,0.00
11:54:44.043811,0.00
11:54:44.142364,0.00
11:54:44.244950,0.00
11:54:44.342850,0.00
11:54:44.441352,0.00
11:54:44.543708,0.00
11:54:44.641982,0.00
11:54:44.744794,0.00
