Timestamp,Encoder_Reading
13:31:14.181576,0.00
13:31:14.279186,0.00
13:31:14.377847,0.00
13:31:14.480332,0.00
13:31:14.578467,0.00
13:31:14.680848,0.00
13:31:14.779185,0.00
13:31:14.881717,0.00
13:31:14.979694,0.00
13:31:15.078208,0.00
13:31:15.180721,0.00
13:31:15.278792,0.00
13:31:15.381477,0.00
13:31:15.479645,0.00
13:31:15.578113,0.00
13:31:15.680283,0.00
13:31:15.778682,0.00
13:31:15.881402,0.00
13:31:15.979751,0.00
13:31:16.082148,0.00
13:31:16.180530,0.00
13:31:16.278583,0.00
13:31:16.381174,0.00
13:31:16.479478,0.00
13:31:16.581978,0.00
13:31:16.680289,0.00
13:31:16.778727,0.00
13:31:16.880919,0.00
13:31:16.979413,0.00
13:31:17.081503,0.00
13:31:17.179922,0.00
13:31:17.278189,0.00
13:31:17.380707,0.00
13:31:17.479163,0.00
13:31:17.577540,0.00
13:31:17.679952,0.00
13:31:17.778287,0.00
13:31:17.880692,0.00
13:31:17.978878,0.00
13:31:18.081369,0.00
13:31:18.179765,0.00
13:31:18.277837,0.00
13:31:18.380424,0.00
13:31:18.478781,0.00
13:31:18.581430,0.00
13:31:18.679609,0.00
13:31:18.777623,0.00
13:31:18.879966,0.00
13:31:18.978316,0.00
13:31:19.080670,0.00
13:31:19.179176,0.00
13:31:19.281446,0.00
13:31:19.380122,0.00
13:31:19.478270,0.00
13:31:19.580821,0.00
13:31:19.679052,0.00
13:31:19.781400,0.00
13:31:19.879765,0.00
13:31:19.978182,0.00
13:31:20.080555,0.00
13:31:20.178602,0.00
13:31:20.281121,0.00
13:31:20.379431,0.00
13:31:20.477676,0.00
13:31:20.580320,0.00
13:31:20.678429,0.00
13:31:20.780762,0.00
13:31:20.879604,0.00
13:31:20.977604,0.00
13:31:21.080163,0.00
13:31:21.178642,0.00
13:31:21.280649,0.00
13:31:21.379228,0.00
13:31:21.477519,0.00
13:31:21.579892,0.00
13:31:21.678050,0.00
13:31:21.780760,0.00
13:31:21.878919,0.00
13:31:21.977201,0.00
13:31:22.079854,0.00
13:31:22.177907,0.00
13:31:22.280299,0.00
13:31:22.379031,0.00
13:31:22.481325,0.00
13:31:22.579570,0.00
13:31:22.677890,0.00
13:31:22.780317,0.00
13:31:22.878422,0.00
13:31:22.980803,0.00
13:31:23.079132,0.00
13:31:23.177466,0.00
13:31:23.279903,0.00
13:31:23.378230,0.00
13:31:23.480652,0.00
13:31:23.578973,0.00
13:31:23.677316,0.00
13:31:23.779689,0.00
13:31:23.878068,0.00
13:31:23.980469,0.00
13:31:24.078795,0.00
13:31:24.181106,0.00
13:31:24.279540,0.00
13:31:24.377930,0.00
13:31:24.480288,0.00
13:31:24.578607,0.00
13:31:24.677172,0.00
13:31:24.779559,0.00
13:31:24.877701,0.00
13:31:24.980135,0.00
13:31:25.078433,0.00
13:31:25.176736,0.00
13:31:25.279165,0.00
13:31:25.377492,0.00
13:31:25.479998,0.00
13:31:25.578257,0.00
13:31:25.680843,0.00
13:31:25.778975,0.00
13:31:25.877292,0.00
13:31:25.979715,0.00
13:31:26.078077,0.00
13:31:26.180487,0.00
13:31:26.278780,0.00
13:31:26.377313,0.00
13:31:26.479750,0.00
13:31:26.577976,0.00
13:31:26.680274,0.00
13:31:26.778679,0.00
13:31:26.877177,0.00
13:31:26.979408,0.00
13:31:27.077743,0.00
13:31:27.180090,0.00
13:31:27.278592,0.00
13:31:27.381055,0.00
13:31:27.479159,0.00
13:31:27.577571,0.00
13:31:27.680011,0.00
13:31:27.778238,0.00
13:31:27.880544,0.00
13:31:27.979176,0.00
13:31:28.078094,0.00
13:31:28.179733,0.00
13:31:28.278228,0.00
13:31:28.376419,0.00
13:31:28.478867,0.00
13:31:28.577144,0.00
13:31:28.679560,0.00
13:31:28.777905,0.00
13:31:28.880307,0.00
13:31:28.978642,0.00
13:31:29.077026,0.00
13:31:29.179381,0.00
13:31:29.277716,0.00
13:31:29.380198,0.00
13:31:29.478421,0.00
13:31:29.576885,0.00
13:31:29.679205,0.00
13:31:29.777534,0.00
13:31:29.879945,0.00
13:31:29.978255,0.00
13:31:30.076608,0.00
13:31:30.179068,0.00
13:31:30.277324,0.00
13:31:30.379921,0.00
13:31:30.478236,0.00
13:31:30.580473,0.00
13:31:30.678805,0.00
13:31:30.777321,0.00
13:31:30.879715,0.00
13:31:30.977897,0.00
13:31:31.080462,0.00
13:31:31.178710,0.00
13:31:31.276940,0.00
13:31:31.379379,0.00
13:31:31.477870,0.00
13:31:31.580127,0.00
13:31:31.678430,0.00
13:31:31.780833,0.00
13:31:31.879334,0.00
13:31:31.977520,0.00
13:31:32.079951,0.00
13:31:32.178439,0.00
13:31:32.276570,0.00
13:31:32.379084,0.00
13:31:32.477561,0.00
13:31:32.579946,0.00
13:31:32.678291,0.00
13:31:32.776598,0.00
13:31:32.878959,0.00
13:31:32.977295,0.00
13:31:33.079807,359.98
13:31:33.177953,359.98
13:31:33.276157,359.98
13:31:33.378959,359.97
13:31:33.477149,359.97
13:31:33.579417,359.84
13:31:33.677958,359.26
13:31:33.780125,358.15
13:31:33.878711,356.62
13:31:33.976802,355.28
13:31:34.079320,354.13
13:31:34.177570,352.88
13:31:34.279991,351.37
13:31:34.378334,349.58
13:31:34.476612,347.66
13:31:34.579307,345.68
13:31:34.677361,343.83
13:31:34.780056,342.08
13:31:34.878115,340.50
13:31:34.980522,338.96
13:31:35.078834,337.33
13:31:35.177255,335.73
13:31:35.279597,334.30
13:31:35.378308,333.09
13:31:35.480582,332.01
13:31:35.578910,331.02
13:31:35.677243,330.00
13:31:35.779425,328.86
13:31:35.877733,327.62
13:31:35.980090,326.29
13:31:36.078493,325.01
13:31:36.177068,323.74
13:31:36.279220,322.62
13:31:36.377571,321.63
13:31:36.475886,320.48
13:31:36.578293,319.07
13:31:36.676881,318.75
13:31:36.779116,318.75
13:31:36.877601,318.75
13:31:36.979792,318.75
13:31:37.078402,318.75
13:31:37.176699,318.72
13:31:37.278873,318.62
13:31:37.377422,318.21
13:31:37.479600,318.00
13:31:37.578274,317.40
13:31:37.676536,316.40
13:31:37.778801,315.11
13:31:37.877273,313.70
13:31:37.979662,312.40
13:31:38.077991,310.86
13:31:38.180217,309.17
13:31:38.278425,307.49
13:31:38.376836,306.10
13:31:38.479485,304.80
13:31:38.577582,303.58
13:31:38.680234,302.59
13:31:38.778536,301.72
13:31:38.876626,300.88
13:31:38.979077,299.97
13:31:39.077377,298.87
13:31:39.179667,297.77
13:31:39.278150,296.87
13:31:39.380483,296.04
13:31:39.479107,295.39
13:31:39.577349,294.73
13:31:39.679532,294.09
13:31:39.778182,293.52
13:31:39.876478,292.90
13:31:39.978967,292.08
13:31:40.077237,291.36
13:31:40.179669,290.67
13:31:40.277755,290.24
13:31:40.376250,289.77
13:31:40.478729,288.85
13:31:40.577157,287.46
13:31:40.679266,285.44
13:31:40.777573,284.03
13:31:40.875904,283.21
13:31:40.978548,282.20
13:31:41.076657,280.97
13:31:41.179177,279.50
13:31:41.277452,278.04
13:31:41.379958,276.21
13:31:41.478180,274.32
13:31:41.576455,272.58
13:31:41.678872,270.96
13:31:41.777345,269.67
13:31:41.879618,268.51
13:31:41.978098,267.19
13:31:42.076539,265.68
13:31:42.178928,264.04
13:31:42.277019,262.51
13:31:42.379864,261.10
13:31:42.477769,259.66
13:31:42.580299,258.20
13:31:42.678729,256.96
13:31:42.777081,255.83
13:31:42.879325,254.62
13:31:42.977821,253.53
13:31:43.079843,252.47
13:31:43.178528,251.52
13:31:43.276572,250.53
13:31:43.379076,249.46
13:31:43.477565,248.20
13:31:43.575743,246.87
13:31:43.678441,245.68
13:31:43.776436,244.65
13:31:43.878937,243.63
13:31:43.977262,242.59
13:31:44.075518,241.65
13:31:44.177969,240.38
13:31:44.276276,239.04
13:31:44.378677,237.81
13:31:44.477088,236.70
13:31:44.579459,236.08
13:31:44.677812,236.05
13:31:44.776258,236.07
13:31:44.878506,236.10
13:31:44.976829,236.10
13:31:45.079283,236.10
13:31:45.177583,236.10
13:31:45.275909,236.10
13:31:45.378532,236.10
13:31:45.476749,236.11
13:31:45.579080,236.61
13:31:45.677422,237.54
13:31:45.779803,238.50
13:31:45.878183,239.41
13:31:45.976505,240.69
13:31:46.078900,242.63
13:31:46.177478,244.64
13:31:46.279647,246.40
13:31:46.378195,248.43
13:31:46.476280,250.88
13:31:46.578734,253.03
13:31:46.677259,255.08
13:31:46.779420,257.14
13:31:46.877777,259.05
13:31:46.976125,260.94
13:31:47.078629,263.21
13:31:47.177117,265.68
13:31:47.275174,267.83
13:31:47.377767,270.28
13:31:47.476098,273.24
13:31:47.578482,276.17
13:31:47.676751,278.75
13:31:47.779096,280.84
13:31:47.877412,282.73
13:31:47.975969,284.36
13:31:48.078173,285.04
13:31:48.176464,285.04
13:31:48.278844,285.04
13:31:48.377308,285.04
13:31:48.475778,285.04
13:31:48.578311,285.04
