X_Pos,Y_Pos,Z_Pos,X_Vel,Y_Vel,Z_Vel,q0,qx,qy,qz,omega_x,omega_y,omega_z,EKFElapsedTime,RefreshRate,TimeStamps
0,0,0,0,0,0,1,0,0,0,0,0,0,0.018769042,53.2792243738386,10:55:35.143
0.000639331471497374,-0.000736483912204379,8.47942347912372e-05,7.41645025511527e-09,-8.54344974722411e-09,9.83640337268104e-10,0.999139908084843,0.040532546440654,-0.00864433297844763,0.00135360947262344,7.10584593825828e-07,-1.51545618960285e-07,2.37304122678608e-08,0.034749209,62.5775688076351,10:55:35.235
0.000247742383736032,-0.000674219952648834,-0.000758428832133124,0.000632131463370048,0.0110600731863271,-0.00309382656572831,0.999887254989903,0.0145045678626628,-0.00363128094022381,-0.00138152763563483,-0.0112321806797096,-0.00653049160661318,-0.0151775218314352,0.123910001,11.2156922069512,10:55:35.545
-0.000165562662922889,-0.000915142497007072,-0.0006612457107027,-0.00187154230976052,-0.0013238123322404,-0.000150350274433265,0.999923117882876,0.0113786495467696,-0.0039355705959797,-0.00296579533424333,-0.0165751134294951,-0.00583717596298231,-0.0107859235134922,0.433600126,3.22903418376676,10:55:35.567
1.29336210457626e-05,-0.000734791649670049,-0.000842300050209021,0.00246096484823049,0.00479163814903238,-0.00676773822465882,0.999919327845325,0.0117872562606904,-0.00396323544461191,-0.00258672689125116,-0.011370891305368,-0.00607704446440103,-0.00160821808255861,0.455829959,44.9845934515118,10:55:35.592
-0.000135051342377478,-0.000743892009330475,-0.000719540092237477,-0.00560080886956976,-0.00114495962209349,0.000648496629678469,0.999921528879824,0.011547089191605,-0.00405867253611171,-0.00266982978513711,-0.0145101792269625,-0.00961741095125456,-0.0031544892255649,0.479225584,42.7430342211418,10:55:35.629
-0.000208485402447733,-0.000772560545312796,-0.000677944434877346,-0.0042820451944263,-0.00226498263264666,0.000767008862474539,0.999923494498621,0.0113099148713072,-0.00420110117818204,-0.0027279523750581,-0.0154809740081047,-0.0116395629393316,-0.00297215795430525,0.514742584,28.1555311540952,10:55:35.668
-0.000220125850291679,-0.000789671735791689,-0.000672284452565077,-0.00206427182269886,-0.00189752345552507,0.000107955105321293,0.999924746951542,0.011146272381269,-0.00432396861143812,-0.00275033476963241,-0.0141883816359848,-0.0117145195089752,-0.00209372795007557,0.553738793,25.6435183225118,10:55:35.688
-0.000216374192768143,-0.000794370426917619,-0.00067250911348049,-0.00210955052578772,-0.00242011110926425,-0.000121975509893119,0.9999249076758,0.0111230226566197,-0.00434707939343353,-0.00274959583756345,-0.0131853503187659,-0.0117650324716795,-0.00158843662694434,0.573413418,50.8268899661366,10:55:35.706
-0.000271169492760973,-0.00093614396366102,-0.000711983879253403,-0.00392047363305886,-0.00707663302810413,-0.00184764000940142,0.999926856041746,0.0109805857015011,-0.00421573797053169,-0.00281724288720126,-0.0140153708464203,-0.00994933637716426,-0.00238328837145872,0.591517959,55.2347612679051,10:55:35.722
-0.000251680069249535,-0.0008675554171755,-0.000691543015961773,-0.00247240958630189,-0.002650918186483,-0.000419291913689255,0.999926547333614,0.0109941603402167,-0.00426479264404856,-0.00279998564174713,-0.0128158288395709,-0.0104894541426442,-0.00170103905839642,0.608079917,60.3793343758027,10:55:35.738
-0.000284607385820377,-0.000947386746143925,-0.000711231556516949,-0.00337083750445586,-0.00504217136441805,-0.00119132198227953,0.999927818390972,0.0109016373194652,-0.00417721473294172,-0.00283957544388975,-0.0131970449531277,-0.0094192847270445,-0.00203765514373916,0.623119709,66.4902812485705,10:55:35.754
-0.000263242066837558,-0.000875695087950699,-0.000687501194783941,-0.00205298911229481,-0.00150215269402436,3.05579847850648e-07,0.999927428110717,0.010919292333462,-0.00423710082965755,-0.00282038000658955,-0.0120644549908425,-0.00997911557769228,-0.00143914822039641,0.639193417,62.2133984267974,10:55:35.770
-0.000131334137232105,-0.000977519014807206,-0.000818025569061022,0.00172016588850879,-0.00442067847795455,-0.00363826294404999,0.999926978934205,0.0110275422270182,-0.00410616901880024,-0.00275127024025747,-0.00983640431224296,-0.00805602232951051,-0.000268562517346334,0.65521025,62.4343151982667,10:55:35.785
-0.000220223751927898,-0.00100875589113277,-0.000780954252164855,-0.00239303085290254,-0.00438859773651118,-0.00136842652261665,0.999927992998732,0.0109381616950156,-0.00407252650841845,-0.00278925870084542,-0.0103464008745448,-0.00772274396348697,-0.000696562200154014,0.67039025,65.8761528326746,10:55:35.802
-0.000240076412071611,-0.000903119408132413,-0.000713878817840867,-0.00242418737418736,6.094343721238e-06,0.00108766198906006,0.99992765984988,0.0109400176152612,-0.00415544477331418,-0.00277909345961018,-0.00962585612228505,-0.00846228969152856,-0.000416489040621088,0.68768575,57.8185077043162,10:55:35.819
-0.000247363082456383,-0.000842051365710162,-0.000673217535976673,-0.00212921225709302,0.00111552626671566,0.00174895644029449,0.999927335149853,0.0109458307020658,-0.00422413633458988,-0.00276945528594985,-0.00898065828141679,-0.00896122169731814,-0.000193767656935922,0.703971958,61.401647332516,10:55:35.834
-0.000291854275271571,-0.000932059231972983,-0.000691032906465331,-0.00310164783799422,-0.00279204606394371,0.000267910997640789,0.999928182062937,0.0108746267393165,-0.00418819262933797,-0.00279861610270265,-0.00923048517292562,-0.00840098600668827,-0.000498029945368737,0.719564708,64.1323692100495,10:55:35.850
-0.000273118030741001,-0.000870708442942884,-0.000670132188621752,-0.00170331575948575,-0.000308559862585715,0.000774971176945367,0.9999277815374,0.0108910113650552,-0.0042489845245552,-0.00278634377833442,-0.00855050633554629,-0.0087634854244068,-0.000252413218510845,0.735088708,64.4163875289874,10:55:35.867
-0.000258867930128194,-0.00083569773761136,-0.000659201654546039,-0.000999229725855983,0.000305401171153511,0.000750866857456181,0.999927456951082,0.0109003628255204,-0.00430818637403169,-0.00277532985099851,-0.00793018025745303,-0.00897895942560971,-5.01237608593056e-05,0.752187125,58.4849462964905,10:55:35.883
-0.000249004380260454,-0.00096983743958917,-0.000701025053237481,-0.000763377745746962,-0.00438212186484488,-0.00110752220303709,0.999928618252817,0.0108083423853669,-0.00423228094038897,-0.00283300757760551,-0.00836773283538981,-0.00800027148616317,-0.000692457403468058,0.768069,62.9648577387745,10:55:35.899
-0.000123617522557834,-0.000885226559172973,-0.000790366935427879,0.00248241478047658,-5.24942013950189e-06,-0.0024144397202976,0.999926689136305,0.0109966402828797,-0.00428528877420466,-0.0027067610751871,-0.00594156265052181,-0.00790234678979849,0.000873997560797348,0.7881585,49.7772468204784,10:55:35.919
-0.000227818690146268,-0.000968091627153787,-0.000768072021187344,-0.00231056309658812,-0.00316116048843176,-0.000952310230411518,0.999927448192373,0.0109323593240857,-0.00425272734682615,-0.00273791548644685,-0.00623982160281842,-0.00741444903913729,0.000475931451396332,0.804138292,62.5790373241404,10:55:35.936
-0.000127370199214649,-0.000883028875236812,-0.000817412539005047,0.00120155806374813,0.000632065206829762,-0.00152986309410686,0.999925629281591,0.0111089365657982,-0.00429304015143719,-0.0026262597832567,-0.00428526879238833,-0.00732995542363837,0.00172016562668175,0.821543833,57.4529685690321,10:55:35.952
-0.000189150609835994,-0.00100046118590193,-0.000786482736003545,-0.00157194281266363,-0.00369340608947652,-0.000450667260016067,0.999926854804119,0.0110058316154301,-0.00422902705926281,-0.00269667241745709,-0.00498652408048947,-0.00661542563812651,0.000802271125493285,0.838140541,60.2529128065638,10:55:35.968
-0.000227650821373867,-0.000910917298689018,-0.000718377069282682,-0.00234399482485892,0.000121331174152137,0.0016535405561138,0.999926564565713,0.0110131657468004,-0.0042785799141848,-0.00269618433383523,-0.00473694268987299,-0.00685820620412692,0.000779969454981738,0.853389124,65.5798640437607,10:55:35.985
-0.000247548801958945,-0.00085678611000268,-0.000678494921515385,-0.00214713955637222,0.0011900455875983,0.00199892189424526,0.999926319511455,0.0110169230927281,-0.00432649466063775,-0.00269525468096449,-0.00450299736098827,-0.00701581786903694,0.000753463638055951,0.869965457,60.3269734023804,10:55:36.001
-0.000253750551299671,-0.000831960679046858,-0.000662189467049372,-0.00166321135711751,0.000952560345020239,0.00155864183852683,0.999926093368963,0.0110211672337215,-0.00436819803689664,-0.0026945349507975,-0.00428083110813447,-0.00710504362386118,0.000724843219258013,0.886284416,61.2784185559875,10:55:36.018
-0.000253710177547322,-0.00082519479812235,-0.000660080199698848,-0.00118915330753118,0.000311988077703558,0.000899135850539386,0.999925888410292,0.0110244169921293,-0.00440717372221659,-0.00269383307841206,-0.00406396074401051,-0.00713516982122511,0.000694759933490851,0.903276333,58.8515115745916,10:55:36.034
-0.000250423635089353,-0.000977537768184517,-0.000713175766591805,-0.00086132243434956,-0.00474073021657845,-0.0013134390198354,0.999926900744328,0.0109444223257533,-0.00433939990543843,-0.00275361512562884,-0.00450831941670338,-0.00640827559011297,-1.11608048567922e-05,0.919279791,62.4864951062452,10:55:36.050
-0.000250282879005247,-0.000909154917112528,-0.000696396821192331,-0.0007340873741498,-0.000960998273117801,-0.000249361828166265,0.999926613353539,0.010958130691019,-0.00437453697162119,-0.00274785468385212,-0.0042096554388519,-0.00646346885129893,8.72950166798122e-05,0.934988666,63.6582823403967,10:55:36.066
-0.000250170152078655,-0.000863207476238785,-0.000683876553199325,-0.000683305279551108,0.000462214615365352,0.000210715420504964,0.999926357389541,0.0109696395124,-0.0044075867811774,-0.00274225918163457,-0.00393286003346751,-0.0064752399711347,0.000171385651887977,0.951313749,61.2554312893846,10:55:36.083
-0.000250318498627151,-0.000838825595951427,-0.000677080279539927,-0.000655710344739122,0.00060884550921824,0.000291472362214916,0.999926124684141,0.0109793805969943,-0.00443937577103451,-0.0027368446478981,-0.0036694498370101,-0.00644653753662014,0.000242873617449111,0.968529583,58.0860619357738,10:55:36.100
-0.000249650819658325,-0.00098331663263648,-0.000725365216168936,-0.00061619840104435,-0.00424023427387417,-0.00148518118917575,0.999927020465939,0.0109103679428113,-0.00437356479058851,-0.00279097554369746,-0.00400059861340979,-0.0057498866120937,-0.000365151750955431,0.985245125,59.8245632717144,10:55:36.115
-0.000251624449097728,-0.000907423166936692,-0.000702056363674169,-0.000637697438589828,-0.000385049599424421,-0.000160886848226173,0.99992672242477,0.0109288123038307,-0.00440193119794066,-0.00278097900250363,-0.00368131870281508,-0.00575329242009256,-0.000191735028109584,1.001188208,62.7231257593026,10:55:36.131
