X_Pos,Y_Pos,Z_Pos,X_Vel,Y_Vel,Z_Vel,q0,qx,qy,qz,omega_x,omega_y,omega_z,EKFElapsedTime,RefreshRate,TimeStamps
0,0,0,0,0,0,1,0,0,0,0,0,0,0.02120375,47.1614690797618,25-Mar-2024 10:53:52
0.000623045765247005,-0.000227816763972902,-0.00562246983051207,9.73342503591472e-09,-3.55902811276755e-09,-8.78360654458275e-08,0.999213754899987,0.0199761071898945,-0.025691183730872,0.0226448722388289,3.89652571269992e-07,-5.0113046073202e-07,4.41709318540494e-07,0.039231834,55.4690115710577,25-Mar-2024 10:53:52
-0.00585422858709498,-0.00180141956344515,-0.0016984887842655,0.00445697875143759,-0.0272688619309876,-0.015803780905179,0.999810763695514,0.0112916062843452,-0.00964452592100325,0.0125666043891009,0.00642757443328313,0.0204903677952344,-0.0180277867263738,0.102444543,15.8196036180003,25-Mar-2024 10:53:52
-0.00613987282093377,-0.00234673921362724,-0.00159597976154376,-0.00892507160754093,-0.0212466696986936,-0.0024168521520354,0.999847224780964,0.0112160626496199,-0.00698018840131155,0.0114456981581104,0.0126729753281976,0.0367159239781932,-0.0188093421595082,0.155387751,18.8881640870723,25-Mar-2024 10:53:52
-0.00623561307004541,-0.00265040852980149,-0.00155063215000353,-0.0106727919519173,-0.0254973548111643,-0.00228966987213709,0.999863779270687,0.0110141888279772,-0.00553335861274688,0.010976907099107,0.0145708041524721,0.0485948683209317,-0.0170811836013356,0.181650959,38.0760796624693,25-Mar-2024 10:53:52
-0.0063441440071292,-0.00260282392810991,-0.00139369431709508,-0.00861477863082864,-0.0110888951258614,0.00245142010366709,0.999868668924202,0.0111196804380823,-0.00451175065072119,0.0108922778501505,0.0151169114045444,0.0556992386274713,-0.0107968474628781,0.213591125,31.3085411015084,25-Mar-2024 10:53:52
-0.00638320377504448,-0.00259779705243774,-0.0012870587913924,-0.00510415175009018,-0.00621064021490768,0.00264967495067862,0.999871679912847,0.0111676273087126,-0.00354895481318402,0.0109230365873378,0.0127090106258709,0.0582797807854799,-0.00505784369884421,0.251682875,26.2524037357171,25-Mar-2024 10:53:52
-0.0063862054760581,-0.00261105811187363,-0.0012393735146285,-0.00484047315589689,-0.00740312452348047,0.00227509323440825,0.999873158700268,0.0110946939132088,-0.00308150055222741,0.0110035736043875,0.00985360474409083,0.0586129493537034,-0.00139145666368258,0.275818042,41.4333159575817,25-Mar-2024 10:53:53
-0.00632300389148786,-0.00269261607470522,-0.00101919255692799,-0.00259031835545471,-0.008980823298968,0.00678565574989832,0.999877500546933,0.0106412198248133,-0.0027761935912173,0.0111373735594082,0.00281689392493623,0.0564446166257436,0.00192644337142505,0.298540292,44.009726149479,25-Mar-2024 10:53:53
-0.00613387557789528,-0.00285035161404405,-0.001132437593181,0.00173787758791927,-0.0119513782222774,-0.000195515589907662,0.999878678670899,0.0104065538187812,-0.00241606189940051,0.0113355291826844,-0.000474241772892954,0.0562350841669261,0.00540327453083927,0.318520542,50.0494238060084,25-Mar-2024 10:53:53
